u_mps,v_mps,w_mps,p_rps,q_rps,r_rps,phi_rad,theta_rad,psi_rad,p1_n_m,p2_n_m,p3_n_m
159.8216352258,-17.1148508143,198.6105183806,-0.0000000000,-0.0000000000,0.0000187422,-0.0859605777,-0.6757934260,4.3328160019,2169.7929565312,-347.9711405336,-5810.0495312615
159.8828622962,-17.1214376168,198.6866092961,-0.0000000000,-0.0000000000,0.0000185667,-0.0859607267,-0.6757934100,4.3328162401,2171.4976477277,-348.2919889898,-5807.4940073581
159.9440894433,-17.1280241678,198.7627002727,-0.0000000000,-0.0000000000,0.0000183927,-0.0859608743,-0.6757933941,4.3328164761,2173.2029915915,-348.6129603351,-5804.9375045792
160.0053166668,-17.1346104695,198.8387913104,-0.0000000000,-0.0000000000,0.0000182202,-0.0859610205,-0.6757933784,4.3328167098,2174.9089881258,-348.9340545695,-5802.3800229238
160.0665439667,-17.1411965239,198.9148824093,-0.0000000000,-0.0000000000,0.0000180492,-0.0859611654,-0.6757933628,4.3328169414,2176.6156373336,-349.2552716933,-5799.8215623913
160.1277713425,-17.1477823333,198.9909735694,-0.0000000000,-0.0000000000,0.0000178797,-0.0859613089,-0.6757933474,4.3328171708,2178.3229392180,-349.5766117066,-5797.2621229808
160.1889987943,-17.1543678996,199.0670647908,-0.0000000000,-0.0000000000,0.0000177117,-0.0859614510,-0.6757933321,4.3328173980,2180.0308937822,-349.8980746097,-5794.7017046916
160.2502263217,-17.1609532249,199.1431560734,-0.0000000000,-0.0000000000,0.0000175451,-0.0859615918,-0.6757933170,4.3328176232,2181.7395010291,-350.2196604028,-5792.1403075228
160.3114539245,-17.1675383112,199.2192474173,-0.0000000000,-0.0000000000,0.0000173800,-0.0859617313,-0.6757933020,4.3328178461,2183.4487609618,-350.5413690859,-5789.5779314738
160.3726816027,-17.1741231606,199.2953388224,-0.0000000000,-0.0000000000,0.0000172164,-0.0859618695,-0.6757932871,4.3328180670,2185.1586735833,-350.8632006593,-5787.0145765436
160.4339093558,-17.1807077751,199.3714302889,-0.0000000000,-0.0000000000,0.0000170542,-0.0859620064,-0.6757932724,4.3328182858,2186.8692388965,-351.1851551232,-5784.4502427315
160.4951371839,-17.1872921566,199.4475218168,-0.0000000000,-0.0000000000,0.0000168934,-0.0859621419,-0.6757932579,4.3328185026,2188.5804569045,-351.5072324777,-5781.8849300367
160.5563650866,-17.1938763072,199.5236134060,-0.0000000000,-0.0000000000,0.0000167340,-0.0859622762,-0.6757932434,4.3328187173,2190.2923276102,-351.8294327230,-5779.3186384585
160.6175930639,-17.2004602288,199.5997050566,-0.0000000000,-0.0000000000,0.0000165760,-0.0859624093,-0.6757932291,4.3328189300,2192.0048510165,-352.1517558593,-5776.7513679960
160.6788211154,-17.2070439233,199.6757967687,-0.0000000000,-0.0000000000,0.0000164194,-0.0859625410,-0.6757932150,4.3328191406,2193.7180271263,-352.4742018868,-5774.1831186484
160.7400492410,-17.2136273928,199.7518885421,-0.0000000000,-0.0000000000,0.0000162642,-0.0859626716,-0.6757932009,4.3328193493,2195.4318559425,-352.7967708056,-5771.6138904150
160.8012774406,-17.2202106391,199.8279803771,-0.0000000000,-0.0000000000,0.0000161104,-0.0859628009,-0.6757931870,4.3328195560,2197.1463374680,-353.1194626159,-5769.0436832950
160.8625057139,-17.2267936640,199.9040722735,-0.0000000000,-0.0000000000,0.0000159579,-0.0859629290,-0.6757931733,4.3328197608,2198.8614717056,-353.4422773179,-5766.4724972875
160.9237340607,-17.2333764697,199.9801642314,-0.0000000000,-0.0000000000,0.0000158067,-0.0859630558,-0.6757931596,4.3328199636,2200.5772586581,-353.7652149118,-5763.9003323918
160.9849624810,-17.2399590578,200.0562562509,-0.0000000000,-0.0000000000,0.0000156569,-0.0859631815,-0.6757931461,4.3328201645,2202.2936983284,-354.0882753977,-5761.3271886071
161.0461909744,-17.2465414302,200.1323483319,-0.0000000000,-0.0000000000,0.0000155084,-0.0859633059,-0.6757931327,4.3328203635,2204.0107907192,-354.4114587758,-5758.7530659326
161.1074195408,-17.2531235889,200.2084404746,-0.0000000000,-0.0000000000,0.0000153612,-0.0859634292,-0.6757931195,4.3328205606,2205.7285358334,-354.7347650463,-5756.1779643675
161.1686481801,-17.2597055356,200.2845326788,-0.0000000000,-0.0000000000,0.0000152153,-0.0859635513,-0.6757931064,4.3328207558,2207.4469336736,-355.0581942093,-5753.6018839110
161.2298768920,-17.2662872721,200.3606249446,-0.0000000000,-0.0000000000,0.0000150707,-0.0859636723,-0.6757930934,4.3328209492,2209.1659842426,-355.3817462651,-5751.0248245623
161.2911056764,-17.2728688004,200.4367172721,-0.0000000000,-0.0000000000,0.0000149274,-0.0859637921,-0.6757930805,4.3328211407,2210.8856875432,-355.7054212137,-5748.4467863207
161.3523345331,-17.2794501221,200.5128096613,-0.0000000000,-0.0000000000,0.0000147854,-0.0859639108,-0.6757930677,4.3328213304,2212.6060435780,-356.0292190554,-5745.8677691853
161.4135634620,-17.2860312390,200.5889021122,-0.0000000000,-0.0000000000,0.0000146446,-0.0859640283,-0.6757930551,4.3328215183,2214.3270523496,-356.3531397904,-5743.2877731553
161.4747924629,-17.2926121530,200.6649946247,-0.0000000000,-0.0000000000,0.0000145050,-0.0859641447,-0.6757930426,4.3328217044,2216.0487138609,-356.6771834187,-5740.7067982300
161.5360215355,-17.2991928657,200.7410871991,-0.0000000000,-0.0000000000,0.0000143667,-0.0859642600,-0.6757930302,4.3328218888,2217.7710281143,-357.0013499406,-5738.1248444086
161.5972506798,-17.3057733789,200.8171798352,-0.0000000000,-0.0000000000,0.0000142297,-0.0859643742,-0.6757930179,4.3328220713,2219.4939951126,-357.3256393562,-5735.5419116902
161.6584798956,-17.3123536943,200.8932725331,-0.0000000000,-0.0000000000,0.0000140938,-0.0859644874,-0.6757930058,4.3328222522,2221.2176148583,-357.6500516657,-5732.9580000740
161.7197091826,-17.3189338137,200.9693652928,-0.0000000000,-0.0000000000,0.0000139592,-0.0859645994,-0.6757929937,4.3328224313,2222.9418873541,-357.9745868693,-5730.3731095594
161.7809385409,-17.3255137388,201.0454581144,-0.0000000000,-0.0000000000,0.0000138257,-0.0859647104,-0.6757929818,4.3328226087,2224.6668126025,-358.2992449671,-5727.7872401454
161.8421679701,-17.3320934711,201.1215509978,-0.0000000000,-0.0000000000,0.0000136934,-0.0859648203,-0.6757929700,4.3328227844,2226.3923906061,-358.6240259594,-5725.2003918313
161.9033974701,-17.3386730125,201.1976439431,-0.0000000000,-0.0000000000,0.0000135624,-0.0859649291,-0.6757929583,4.3328229584,2228.1186213673,-358.9489298461,-5722.6125646162
161.9646270408,-17.3452523645,201.2737369503,-0.0000000000,-0.0000000000,0.0000134325,-0.0859650369,-0.6757929467,4.3328231308,2229.8455048888,-359.2739566276,-5720.0237584995
162.0258566819,-17.3518315289,201.3498300195,-0.0000000000,-0.0000000000,0.0000133037,-0.0859651437,-0.6757929352,4.3328233015,2231.5730411731,-359.5991063040,-5717.4339734802
162.0870863935,-17.3584105072,201.4259231506,-0.0000000000,-0.0000000000,0.0000131761,-0.0859652495,-0.6757929238,4.3328234706,2233.3012302226,-359.9243788754,-5714.8432095576
162.1483161752,-17.3649893010,201.5020163437,-0.0000000000,-0.0000000000,0.0000130496,-0.0859653542,-0.6757929126,4.3328236380,2235.0300720398,-360.2497743421,-5712.2514667310
162.2095460270,-17.3715679121,201.5781095988,-0.0000000000,-0.0000000000,0.0000129243,-0.0859654580,-0.6757929014,4.3328238038,2236.7595666272,-360.5752927041,-5709.6587449994
162.2707759487,-17.3781463419,201.6542029159,-0.0000000000,-0.0000000000,0.0000128001,-0.0859655607,-0.6757928904,4.3328239681,2238.4897139872,-360.9009339617,-5707.0650443621
162.3320059401,-17.3847245921,201.7302962951,-0.0000000000,-0.0000000000,0.0000126770,-0.0859656624,-0.6757928794,4.3328241308,2240.2205141222,-361.2266981149,-5704.4703648183
162.3932360011,-17.3913026643,201.8063897364,-0.0000000000,-0.0000000000,0.0000125550,-0.0859657632,-0.6757928686,4.3328242919,2241.9519670347,-361.5525851640,-5701.8747063673
162.4544661315,-17.3978805600,201.8824832397,-0.0000000000,-0.0000000000,0.0000124341,-0.0859658630,-0.6757928579,4.3328244514,2243.6840727270,-361.8785951092,-5699.2780690081
162.5156963312,-17.4044582807,201.9585768052,-0.0000000000,-0.0000000000,0.0000123143,-0.0859659619,-0.6757928473,4.3328246094,2245.4168312016,-362.2047279505,-5696.6804527400
162.5769266001,-17.4110358280,202.0346704328,-0.0000000000,-0.0000000000,0.0000121956,-0.0859660597,-0.6757928367,4.3328247659,2247.1502424607,-362.5309836881,-5694.0818575623
162.6381569380,-17.4176132034,202.1107641226,-0.0000000000,-0.0000000000,0.0000120779,-0.0859661567,-0.6757928263,4.3328249209,2248.8843065068,-362.8573623223,-5691.4822834740
162.6993873448,-17.4241904085,202.1868578746,-0.0000000000,-0.0000000000,0.0000119613,-0.0859662527,-0.6757928160,4.3328250744,2250.6190233422,-363.1838638531,-5688.8817304745
162.7606178202,-17.4307674447,202.2629516888,-0.0000000000,-0.0000000000,0.0000118457,-0.0859663478,-0.6757928058,4.3328252264,2252.3543929691,-363.5104882807,-5686.2801985628
162.8218483643,-17.4373443136,202.3390455652,-0.0000000000,-0.0000000000,0.0000117312,-0.0859664419,-0.6757927957,4.3328253769,2254.0904153899,-363.8372356053,-5683.6776877383
162.8830789768,-17.4439210165,202.4151395039,-0.0000000000,-0.0000000000,0.0000116177,-0.0859665352,-0.6757927856,4.3328255260,2255.8270906070,-364.1641058270,-5681.0741980001
162.9443096576,-17.4504975551,202.4912335049,-0.0000000000,-0.0000000000,0.0000115052,-0.0859666275,-0.6757927757,4.3328256736,2257.5644186224,-364.4910989460,-5678.4697293474
163.0055404066,-17.4570739306,202.5673275682,-0.0000000000,-0.0000000000,0.0000113938,-0.0859667190,-0.6757927659,4.3328258198,2259.3023994386,-364.8182149624,-5675.8642817793
163.0667712236,-17.4636501446,202.6434216938,-0.0000000000,-0.0000000000,0.0000112833,-0.0859668096,-0.6757927561,4.3328259646,2261.0410330578,-365.1454538764,-5673.2578552952
163.1280021085,-17.4702261986,202.7195158818,-0.0000000000,-0.0000000000,0.0000111739,-0.0859668992,-0.6757927465,4.3328261080,2262.7803194821,-365.4728156882,-5670.6504498942
163.1892330611,-17.4768020939,202.7956101322,-0.0000000000,-0.0000000000,0.0000110654,-0.0859669881,-0.6757927370,4.3328262500,2264.5202587138,-365.8003003979,-5668.0420655755
163.2504640814,-17.4833778319,202.8717044450,-0.0000000000,-0.0000000000,0.0000109580,-0.0859670760,-0.6757927275,4.3328263906,2266.2608507551,-366.1279080056,-5665.4327023382
163.3116951692,-17.4899534141,202.9477988202,-0.0000000000,-0.0000000000,0.0000108515,-0.0859671631,-0.6757927181,4.3328265299,2268.0020956083,-366.4556385116,-5662.8223601817
163.3729263244,-17.4965288418,203.0238932578,-0.0000000000,-0.0000000000,0.0000107459,-0.0859672494,-0.6757927089,4.3328266678,2269.7439932753,-366.7834919159,-5660.2110391050
163.4341575468,-17.5031041164,203.0999877579,-0.0000000000,-0.0000000000,0.0000106414,-0.0859673348,-0.6757926997,4.3328268043,2271.4865437585,-367.1114682188,-5657.5987391075
163.4953888363,-17.5096792393,203.1760823206,-0.0000000000,-0.0000000000,0.0000105377,-0.0859674194,-0.6757926906,4.3328269395,2273.2297470600,-367.4395674203,-5654.9854601882
163.5566201928,-17.5162542119,203.2521769457,-0.0000000000,-0.0000000000,0.0000104351,-0.0859675031,-0.6757926816,4.3328270735,2274.9736031819,-367.7677895206,-5652.3712023463
163.6178516162,-17.5228290354,203.3282716334,-0.0000000000,-0.0000000000,0.0000103333,-0.0859675861,-0.6757926727,4.3328272061,2276.7181121262,-368.0961345200,-5649.7559655812
163.6790831063,-17.5294037113,203.4043663836,-0.0000000000,-0.0000000000,0.0000102325,-0.0859676682,-0.6757926638,4.3328273374,2278.4632738952,-368.4246024184,-5647.1397498919
163.7403146630,-17.5359782408,203.4804611965,-0.0000000000,-0.0000000000,0.0000101326,-0.0859677496,-0.6757926551,4.3328274674,2280.2090884909,-368.7531932161,-5644.5225552777
163.8015462862,-17.5425526252,203.5565560719,-0.0000000000,-0.0000000000,0.0000100336,-0.0859678301,-0.6757926464,4.3328275961,2281.9555559154,-369.0819069133,-5641.9043817377
163.8627779758,-17.5491268660,203.6326510100,-0.0000000000,-0.0000000000,0.0000099355,-0.0859679099,-0.6757926379,4.3328277236,2283.7026761708,-369.4107435100,-5639.2852292712
163.9240097317,-17.5557009643,203.7087460108,-0.0000000000,-0.0000000000,0.0000098383,-0.0859679888,-0.6757926294,4.3328278499,2285.4504492590,-369.7397030065,-5636.6650978774
163.9852415537,-17.5622749214,203.7848410743,-0.0000000000,-0.0000000000,0.0000097420,-0.0859680670,-0.6757926210,4.3328279749,2287.1988751822,-370.0687854029,-5634.0439875553
164.0464734417,-17.5688487387,203.8609362004,-0.0000000000,-0.0000000000,0.0000096465,-0.0859681445,-0.6757926127,4.3328280987,2288.9479539424,-370.3979906993,-5631.4218983043
164.1077053956,-17.5754224174,203.9370313893,-0.0000000000,-0.0000000000,0.0000095520,-0.0859682211,-0.6757926044,4.3328282213,2290.6976855415,-370.7273188958,-5628.7988301236
164.1689374153,-17.5819959587,204.0131266410,-0.0000000000,-0.0000000000,0.0000094583,-0.0859682971,-0.6757925962,4.3328283427,2292.4480699816,-371.0567699927,-5626.1747830122
164.2301695007,-17.5885693638,204.0892219554,-0.0000000000,-0.0000000000,0.0000093654,-0.0859683722,-0.6757925882,4.3328284628,2294.1991072647,-371.3863439901,-5623.5497569694
164.2914016516,-17.5951426341,204.1653173326,-0.0000000000,-0.0000000000,0.0000092735,-0.0859684467,-0.6757925802,4.3328285818,2295.9507973928,-371.7160408881,-5620.9237519945
164.3526338680,-17.6017157708,204.2414127727,-0.0000000000,-0.0000000000,0.0000091823,-0.0859685204,-0.6757925722,4.3328286997,2297.7031403677,-372.0458606868,-5618.2967680865
164.4138661498,-17.6082887750,204.3175082756,-0.0000000000,-0.0000000000,0.0000090920,-0.0859685934,-0.6757925644,4.3328288164,2299.4561361916,-372.3758033865,-5615.6688052448
164.4750984967,-17.6148616479,204.3936038414,-0.0000000000,-0.0000000000,0.0000090025,-0.0859686656,-0.6757925566,4.3328289319,2301.2097848662,-372.7058689872,-5613.0398634684
164.5363309088,-17.6214343908,204.4696994701,-0.0000000000,-0.0000000000,0.0000089139,-0.0859687372,-0.6757925489,4.3328290463,2302.9640863935,-373.0360574892,-5610.4099427566
164.5975633859,-17.6280070049,204.5457951617,-0.0000000000,-0.0000000000,0.0000088261,-0.0859688080,-0.6757925413,4.3328291596,2304.7190407755,-373.3663688925,-5607.7790431085
164.6587959279,-17.6345794913,204.6218909162,-0.0000000000,-0.0000000000,0.0000087390,-0.0859688782,-0.6757925338,4.3328292717,2306.4746480140,-373.6968031973,-5605.1471645234
164.7200285347,-17.6411518512,204.6979867337,-0.0000000000,-0.0000000000,0.0000086528,-0.0859689476,-0.6757925263,4.3328293827,2308.2309081110,-374.0273604037,-5602.5143070004
164.7812612062,-17.6477240857,204.7740826142,-0.0000000000,-0.0000000000,0.0000085674,-0.0859690164,-0.6757925189,4.3328294927,2309.9878210683,-374.3580405120,-5599.8804705388
164.8424939422,-17.6542961960,204.8501785577,-0.0000000000,-0.0000000000,0.0000084827,-0.0859690845,-0.6757925116,4.3328296016,2311.7453868878,-374.6888435221,-5597.2456551377
164.9037267428,-17.6608681832,204.9262745643,-0.0000000000,-0.0000000000,0.0000083989,-0.0859691519,-0.6757925044,4.3328297093,2313.5036055713,-375.0197694344,-5594.6098607962
164.9649596077,-17.6674400485,205.0023706339,-0.0000000000,-0.0000000000,0.0000083158,-0.0859692187,-0.6757924972,4.3328298161,2315.2624771207,-375.3508182489,-5591.9730875137
165.0261925370,-17.6740117930,205.0784667666,-0.0000000000,-0.0000000000,0.0000082334,-0.0859692848,-0.6757924901,4.3328299217,2317.0220015378,-375.6819899657,-5589.3353352893
165.0874255304,-17.6805834178,205.1545629624,-0.0000000000,-0.0000000000,0.0000081519,-0.0859693502,-0.6757924830,4.3328300263,2318.7821788245,-376.0132845851,-5586.6966041221
165.1486585879,-17.6871549240,205.2306592214,-0.0000000000,-0.0000000000,0.0000080711,-0.0859694150,-0.6757924761,4.3328301299,2320.5430089825,-376.3447021071,-5584.0568940114
165.2098917094,-17.6937263127,205.3067555435,-0.0000000000,-0.0000000000,0.0000079910,-0.0859694792,-0.6757924692,4.3328302325,2322.3044920137,-376.6762425319,-5581.4162049564
165.2711248948,-17.7002975850,205.3828519287,-0.0000000000,-0.0000000000,0.0000079117,-0.0859695427,-0.6757924623,4.3328303340,2324.0666279198,-377.0079058596,-5578.7745369561
165.3323581439,-17.7068687419,205.4589483772,-0.0000000000,-0.0000000000,0.0000078331,-0.0859696056,-0.6757924556,4.3328304345,2325.8294167027,-377.3396920904,-5576.1318900099
165.3935914568,-17.7134397846,205.5350448889,-0.0000000000,-0.0000000000,0.0000077553,-0.0859696678,-0.6757924489,4.3328305341,2327.5928583641,-377.6716012245,-5573.4882641170
165.4548248333,-17.7200107141,205.6111414639,-0.0000000000,-0.0000000000,0.0000076781,-0.0859697295,-0.6757924423,4.3328306326,2329.3569529057,-378.0036332619,-5570.8436592764
165.5160582733,-17.7265815314,205.6872381021,-0.0000000000,-0.0000000000,0.0000076017,-0.0859697905,-0.6757924357,4.3328307302,2331.1217003293,-378.3357882028,-5568.1980754874
165.5772917767,-17.7331522375,205.7633348037,-0.0000000000,-0.0000000000,0.0000075260,-0.0859698509,-0.6757924292,4.3328308268,2332.8871006367,-378.6680660474,-5565.5515127491
165.6385253434,-17.7397228336,205.8394315685,-0.0000000000,-0.0000000000,0.0000074510,-0.0859699107,-0.6757924228,4.3328309224,2334.6531538295,-379.0004667957,-5562.9039710609
165.6997589734,-17.7462933207,205.9155283967,-0.0000000000,-0.0000000000,0.0000073767,-0.0859699699,-0.6757924164,4.3328310171,2336.4198599095,-379.3329904480,-5560.2554504217
165.7609926665,-17.7528636997,205.9916252883,-0.0000000000,-0.0000000000,0.0000073031,-0.0859700286,-0.6757924101,4.3328311108,2338.1872188784,-379.6656370043,-5557.6059508309
165.8222264227,-17.7594339716,206.0677222432,-0.0000000000,-0.0000000000,0.0000072302,-0.0859700866,-0.6757924039,4.3328312036,2339.9552307379,-379.9984064648,-5554.9554722876
165.8834602418,-17.7660041376,206.1438192616,-0.0000000000,-0.0000000000,0.0000071580,-0.0859701441,-0.6757923977,4.3328312954,2341.7238954896,-380.3312988297,-5552.3040147910
165.9446941239,-17.7725741985,206.2199163434,-0.0000000000,-0.0000000000,0.0000070864,-0.0859702010,-0.6757923916,4.3328313864,2343.4932131353,-380.6643140990,-5549.6515783403
166.0059280687,-17.7791441553,206.2960134886,-0.0000000000,-0.0000000000,0.0000070155,-0.0859702573,-0.6757923855,4.3328314764,2345.2631836767,-380.9974522730,-5546.9981629346
166.0671620762,-17.7857140091,206.3721106974,-0.0000000000,-0.0000000000,0.0000069453,-0.0859703130,-0.6757923795,4.3328315656,2347.0338071152,-381.3307133518,-5544.3437685731
166.1283961464,-17.7922837608,206.4482079696,-0.0000000000,-0.0000000000,0.0000068757,-0.0859703682,-0.6757923736,4.3328316538,2348.8050834527,-381.6640973354,-5541.6883952551
166.1896302791,-17.7988534114,206.5243053054,-0.0000000000,-0.0000000000,0.0000068068,-0.0859704229,-0.6757923677,4.3328317412,2350.5770126908,-381.9976042240,-5539.0320429798
166.2508644742,-17.8054229617,206.6004027048,-0.0000000000,-0.0000000000,0.0000067385,-0.0859704770,-0.6757923619,4.3328318276,2352.3495948310,-382.3312340179,-5536.3747117462
166.3120987318,-17.8119924128,206.6765001677,-0.0000000000,-0.0000000000,0.0000066709,-0.0859705305,-0.6757923562,4.3328319133,2354.1228298751,-382.6649867170,-5533.7164015535
166.3733330516,-17.8185617656,206.7525976942,-0.0000000000,-0.0000000000,0.0000066039,-0.0859705835,-0.6757923505,4.3328319980,2355.8967178245,-382.9988623216,-5531.0571124011
166.4345674336,-17.8251310211,206.8286952844,-0.0000000000,-0.0000000000,0.0000065375,-0.0859706360,-0.6757923448,4.3328320819,2357.6712586810,-383.3328608318,-5528.3968442880
166.4958018778,-17.8317001801,206.9047929382,-0.0000000000,-0.0000000000,0.0000064718,-0.0859706880,-0.6757923392,4.3328321650,2359.4464524460,-383.6669822477,-5525.7355972133
166.5570363841,-17.8382692435,206.9808906556,-0.0000000000,-0.0000000000,0.0000064067,-0.0859707394,-0.6757923337,4.3328322472,2361.2222991213,-384.0012265695,-5523.0733711764
166.6182709523,-17.8448382123,207.0569884368,-0.0000000000,-0.0000000000,0.0000063421,-0.0859707903,-0.6757923282,4.3328323286,2362.9987987082,-384.3355937972,-5520.4101661764
166.6795055824,-17.8514070874,207.1330862817,-0.0000000000,-0.0000000000,0.0000062782,-0.0859708407,-0.6757923228,4.3328324092,2364.7759512085,-384.6700839311,-5517.7459822125
166.7407402743,-17.8579758697,207.2091841903,-0.0000000000,-0.0000000000,0.0000062149,-0.0859708906,-0.6757923174,4.3328324890,2366.5537566237,-385.0046969712,-5515.0808192838
166.8019750280,-17.8645445600,207.2852821627,-0.0000000000,-0.0000000000,0.0000061522,-0.0859709400,-0.6757923121,4.3328325679,2368.3322149553,-385.3394329177,-5512.4146773895
166.8632098434,-17.8711131593,207.3613801989,-0.0000000000,-0.0000000000,0.0000060901,-0.0859709889,-0.6757923069,4.3328326461,2370.1113262048,-385.6742917708,-5509.7475565288
166.9244447203,-17.8776816683,207.4374782989,-0.0000000000,-0.0000000000,0.0000060286,-0.0859710373,-0.6757923017,4.3328327235,2371.8910903738,-386.0092735305,-5507.0794567009
166.9856796588,-17.8842500880,207.5135764627,-0.0000000000,-0.0000000000,0.0000059676,-0.0859710852,-0.6757922965,4.3328328001,2373.6715074638,-386.3443781970,-5504.4103779049
167.0469146588,-17.8908184192,207.5896746904,-0.0000000000,-0.0000000000,0.0000059073,-0.0859711327,-0.6757922914,4.3328328759,2375.4525774763,-386.6796057705,-5501.7403201401
167.1081497201,-17.8973866629,207.6657729820,-0.0000000000,-0.0000000000,0.0000058475,-0.0859711796,-0.6757922864,4.3328329509,2377.2343004128,-387.0149562510,-5499.0692834056
167.1693848427,-17.9039548197,207.7418713375,-0.0000000000,-0.0000000000,0.0000057882,-0.0859712261,-0.6757922814,4.3328330252,2379.0166762749,-387.3504296388,-5496.3972677006
167.2306200266,-17.9105228906,207.8179697569,-0.0000000000,-0.0000000000,0.0000057296,-0.0859712721,-0.6757922764,4.3328330988,2380.7997050639,-387.6860259339,-5493.7242730243
167.2918552716,-17.9170908763,207.8940682403,-0.0000000000,-0.0000000000,0.0000056715,-0.0859713176,-0.6757922716,4.3328331715,2382.5833867813,-388.0217451364,-5491.0502993758
167.3530905778,-17.9236587778,207.9701667876,-0.0000000000,-0.0000000000,0.0000056139,-0.0859713627,-0.6757922667,4.3328332436,2384.3677214288,-388.3575872465,-5488.3753467544
167.4143259449,-17.9302265957,208.0462653990,-0.0000000000,-0.0000000000,0.0000055569,-0.0859714073,-0.6757922619,4.3328333149,2386.1527090076,-388.6935522644,-5485.6994151591
167.4755613731,-17.9367943311,208.1223640744,-0.0000000000,-0.0000000000,0.0000055004,-0.0859714514,-0.6757922572,4.3328333855,2387.9383495192,-389.0296401902,-5483.0225045893
167.5367968621,-17.9433619845,208.1984628138,-0.0000000000,-0.0000000000,0.0000054445,-0.0859714952,-0.6757922525,4.3328334554,2389.7246429652,-389.3658510239,-5480.3446150440
167.5980324120,-17.9499295568,208.2745616173,-0.0000000000,-0.0000000000,0.0000053891,-0.0859715384,-0.6757922478,4.3328335246,2391.5115893468,-389.7021847658,-5477.6657465224
167.6592680226,-17.9564970489,208.3506604849,-0.0000000000,-0.0000000000,0.0000053342,-0.0859715813,-0.6757922432,4.3328335930,2393.2991886657,-390.0386414159,-5474.9858990238
167.7205036940,-17.9630644615,208.4267594166,-0.0000000000,-0.0000000000,0.0000052798,-0.0859716236,-0.6757922387,4.3328336608,2395.0874409231,-390.3752209745,-5472.3050725472
167.7817394259,-17.9696317953,208.5028584125,-0.0000000000,-0.0000000000,0.0000052260,-0.0859716656,-0.6757922341,4.3328337279,2396.8763461205,-390.7119234416,-5469.6232670919
167.8429752185,-17.9761990512,208.5789574725,-0.0000000000,-0.0000000000,0.0000051727,-0.0859717071,-0.6757922297,4.3328337943,2398.6659042593,-391.0487488173,-5466.9404826570
167.9042110716,-17.9827662299,208.6550565967,-0.0000000000,-0.0000000000,0.0000051199,-0.0859717482,-0.6757922253,4.3328338600,2400.4561153409,-391.3856971018,-5464.2567192417
167.9654469851,-17.9893333321,208.7311557852,-0.0000000000,-0.0000000000,0.0000050676,-0.0859717889,-0.6757922209,4.3328339250,2402.2469793667,-391.7227682952,-5461.5719768452
168.0266829590,-17.9959003586,208.8072550378,-0.0000000000,-0.0000000000,0.0000050158,-0.0859718292,-0.6757922166,4.3328339894,2404.0384963381,-392.0599623977,-5458.8862554667
168.0879189933,-18.0024673102,208.8833543547,-0.0000000000,-0.0000000000,0.0000049645,-0.0859718691,-0.6757922123,4.3328340531,2405.8306662564,-392.3972794094,-5456.1995551052
168.1491550878,-18.0090341876,208.9594537360,-0.0000000000,-0.0000000000,0.0000049136,-0.0859719085,-0.6757922080,4.3328341162,2407.6234891230,-392.7347193303,-5453.5118757601
168.2103912425,-18.0156009915,209.0355531815,-0.0000000000,-0.0000000000,0.0000048633,-0.0859719476,-0.6757922038,4.3328341786,2409.4169649393,-393.0722821608,-5450.8232174305
168.2716274574,-18.0221677227,209.1116526913,-0.0000000000,-0.0000000000,0.0000048135,-0.0859719862,-0.6757921997,4.3328342404,2411.2110937067,-393.4099679007,-5448.1335801155
168.3328637323,-18.0287343818,209.1877522655,-0.0000000000,-0.0000000000,0.0000047641,-0.0859720244,-0.6757921956,4.3328343016,2413.0058754264,-393.7477765504,-5445.4429638143
168.3941000673,-18.0353009696,209.2638519041,-0.0000000000,-0.0000000000,0.0000047152,-0.0859720623,-0.6757921915,4.3328343621,2414.8013100998,-394.0857081099,-5442.7513685262
168.4553364623,-18.0418674868,209.3399516071,-0.0000000000,-0.0000000000,0.0000046668,-0.0859720998,-0.6757921875,4.3328344220,2416.5973977283,-394.4237625794,-5440.0587942502
168.5165729172,-18.0484339341,209.4160513745,-0.0000000000,-0.0000000000,0.0000046188,-0.0859721369,-0.6757921835,4.3328344813,2418.3941383131,-394.7619399590,-5437.3652409855
168.5778094320,-18.0550003122,209.4921512063,-0.0000000000,-0.0000000000,0.0000045713,-0.0859721736,-0.6757921795,4.3328345400,2420.1915318557,-395.1002402488,-5434.6707087313
168.6390460066,-18.0615666217,209.5682511026,-0.0000000000,-0.0000000000,0.0000045243,-0.0859722099,-0.6757921756,4.3328345980,2421.9895783572,-395.4386634489,-5431.9751974868
168.7002826410,-18.0681328634,209.6443510635,-0.0000000000,-0.0000000000,0.0000044777,-0.0859722458,-0.6757921718,4.3328346555,2423.7882778191,-395.7772095595,-5429.2787072512
168.7615193350,-18.0746990379,209.7204510888,-0.0000000000,-0.0000000000,0.0000044316,-0.0859722814,-0.6757921679,4.3328347124,2425.5876302426,-396.1158785807,-5426.5812380236
168.8227560887,-18.0812651460,209.7965511787,-0.0000000000,-0.0000000000,0.0000043859,-0.0859723166,-0.6757921642,4.3328347687,2427.3876356290,-396.4546705126,-5423.8827898031
168.8839929020,-18.0878311882,209.8726513331,-0.0000000000,-0.0000000000,0.0000043406,-0.0859723515,-0.6757921604,4.3328348244,2429.1882939795,-396.7935853554,-5421.1833625890
